player,round,hole,strokes,par,yds,score,tourney
"Karakas, Attila",3,9,3,4,168,-1,capital cup
"Karakas, Attila",3,10,5,5,183,0,capital cup
"Karakas, Attila",3,11,4,4,177,0,capital cup
"Karakas, Attila",3,12,5,4,193,1,capital cup
"Karakas, Attila",3,13,4,4,129,0,capital cup
"Karakas, Attila",3,14,4,3,104,1,capital cup
"Karakas, Attila",3,15,5,4,209,1,capital cup
"Karakas, Attila",3,16,2,3,77,-1,capital cup
"Karakas, Attila",3,17,4,4,188,0,capital cup
"Karakas, Attila",3,18,4,5,240,-1,capital cup
"Wallbanks, Daniel",3,1,4,4,173,0,capital cup
"Wallbanks, Daniel",3,2,4,4,211,0,capital cup
"Wallbanks, Daniel",3,3,3,3,114,0,capital cup
"Wallbanks, Daniel",3,4,4,4,185,0,capital cup
"Wallbanks, Daniel",3,5,3,4,159,-1,capital cup
"Wallbanks, Daniel",3,6,4,5,284,-1,capital cup
"Wallbanks, Daniel",3,7,4,3,146,1,capital cup
"Wallbanks, Daniel",3,8,4,5,242,-1,capital cup
"Wallbanks, Daniel",3,9,4,4,168,0,capital cup
"Wallbanks, Daniel",3,10,5,5,183,0,capital cup
"Wallbanks, Daniel",3,11,5,4,177,1,capital cup
"Wallbanks, Daniel",3,12,5,4,193,1,capital cup
"Wallbanks, Daniel",3,13,3,4,129,-1,capital cup
"Wallbanks, Daniel",3,14,3,3,104,0,capital cup
"Wallbanks, Daniel",3,15,4,4,209,0,capital cup
"Wallbanks, Daniel",3,16,4,3,77,1,capital cup
"Wallbanks, Daniel",3,17,4,4,188,0,capital cup
"Wallbanks, Daniel",3,18,5,5,240,0,capital cup
"Monti, Matteo",3,1,5,4,173,1,capital cup
"Monti, Matteo",3,2,4,4,211,0,capital cup
"Monti, Matteo",3,3,3,3,114,0,capital cup
"Monti, Matteo",3,4,5,4,185,1,capital cup
"Monti, Matteo",3,5,3,4,159,-1,capital cup
"Monti, Matteo",3,6,4,5,284,-1,capital cup
"Monti, Matteo",3,7,3,3,146,0,capital cup
"Monti, Matteo",3,8,4,5,242,-1,capital cup
"Monti, Matteo",3,9,4,4,168,0,capital cup
"Monti, Matteo",3,10,6,5,183,1,capital cup
"Monti, Matteo",3,11,4,4,177,0,capital cup
"Monti, Matteo",3,12,4,4,193,0,capital cup
"Monti, Matteo",3,13,3,4,129,-1,capital cup
"Monti, Matteo",3,14,2,3,104,-1,capital cup
"Monti, Matteo",3,15,4,4,209,0,capital cup
"Monti, Matteo",3,16,2,3,77,-1,capital cup
"Monti, Matteo",3,17,3,4,188,-1,capital cup
"Monti, Matteo",3,18,4,5,240,-1,capital cup
"Alexandre, DODET",3,1,5,4,173,1,capital cup
"Alexandre, DODET",3,2,5,4,211,1,capital cup
"Alexandre, DODET",3,3,3,3,114,0,capital cup
"Alexandre, DODET",3,4,4,4,185,0,capital cup
"Alexandre, DODET",3,5,3,4,159,-1,capital cup
"Alexandre, DODET",3,6,5,5,284,0,capital cup
"Alexandre, DODET",3,7,4,3,146,1,capital cup
"Alexandre, DODET",3,8,4,5,242,-1,capital cup
"Alexandre, DODET",3,9,4,4,168,0,capital cup
"Alexandre, DODET",3,10,4,5,183,-1,capital cup
"Alexandre, DODET",3,11,3,4,177,-1,capital cup
"Alexandre, DODET",3,12,5,4,193,1,capital cup
"Alexandre, DODET",3,13,3,4,129,-1,capital cup
"Alexandre, DODET",3,14,3,3,104,0,capital cup
"Alexandre, DODET",3,15,4,4,209,0,capital cup
"Alexandre, DODET",3,16,3,3,77,0,capital cup
"Alexandre, DODET",3,17,3,4,188,-1,capital cup
"Alexandre, DODET",3,18,4,5,240,-1,capital cup
"Tabet, El Mrabti",3,1,4,4,173,0,capital cup
"Tabet, El Mrabti",3,2,4,4,211,0,capital cup
"Tabet, El Mrabti",3,3,3,3,114,0,capital cup
"Tabet, El Mrabti",3,5,5,4,159,1,capital cup
"Tabet, El Mrabti",3,6,4,5,284,-1,capital cup
"Tabet, El Mrabti",3,7,5,3,146,2,capital cup
"Tabet, El Mrabti",3,8,4,5,242,-1,capital cup
"Tabet, El Mrabti",3,9,3,4,168,-1,capital cup
"Tabet, El Mrabti",3,10,4,5,183,-1,capital cup
"Tabet, El Mrabti",3,11,3,4,177,-1,capital cup
"Tabet, El Mrabti",3,12,4,4,193,0,capital cup
"Tabet, El Mrabti",3,13,4,4,129,0,capital cup
"Tabet, El Mrabti",3,14,2,3,104,-1,capital cup
"Tabet, El Mrabti",3,15,4,4,209,0,capital cup
"Tabet, El Mrabti",3,16,4,3,77,1,capital cup
"Tabet, El Mrabti",3,17,3,4,188,-1,capital cup
"Tabet, El Mrabti",3,18,4,5,240,-1,capital cup
"Kikus, Tomas",3,1,5,4,173,1,capital cup
"Kikus, Tomas",3,2,4,4,211,0,capital cup
"Kikus, Tomas",3,3,3,3,114,0,capital cup
"Kikus, Tomas",3,4,4,4,185,0,capital cup
"Kikus, Tomas",3,5,3,4,159,-1,capital cup
"Kikus, Tomas",3,6,4,5,284,-1,capital cup
"Kikus, Tomas",3,7,2,3,146,-1,capital cup
"Kikus, Tomas",3,8,4,5,242,-1,capital cup
"Kikus, Tomas",3,9,3,4,168,-1,capital cup
"Kikus, Tomas",3,10,6,5,183,1,capital cup
"Kikus, Tomas",3,11,4,4,177,0,capital cup
"Kikus, Tomas",3,12,6,4,193,2,capital cup
"Kikus, Tomas",3,13,3,4,129,-1,capital cup
"Kikus, Tomas",3,14,2,3,104,-1,capital cup
"Kikus, Tomas",3,15,4,4,209,0,capital cup
"Kikus, Tomas",3,16,2,3,77,-1,capital cup
"Kikus, Tomas",3,17,3,4,188,-1,capital cup
"Péter, Papp",3,1,4,4,173,0,capital cup
"Péter, Papp",3,2,5,4,211,1,capital cup
"Péter, Papp",3,3,3,3,114,0,capital cup
"Péter, Papp",3,4,4,4,185,0,capital cup
"Péter, Papp",3,5,4,4,159,0,capital cup
"Péter, Papp",3,6,5,5,284,0,capital cup
"Péter, Papp",3,7,3,3,146,0,capital cup
"Péter, Papp",3,8,4,5,242,-1,capital cup
"Péter, Papp",3,9,3,4,168,-1,capital cup
"Péter, Papp",3,10,5,5,183,0,capital cup
"Péter, Papp",3,11,4,4,177,0,capital cup
"Péter, Papp",3,12,5,4,193,1,capital cup
"Péter, Papp",3,13,4,4,129,0,capital cup
"Péter, Papp",3,14,3,3,104,0,capital cup
"Péter, Papp",3,15,5,4,209,1,capital cup
"Péter, Papp",3,16,3,3,77,0,capital cup
"Péter, Papp",3,17,3,4,188,-1,capital cup
"Péter, Papp",3,18,5,5,240,0,capital cup
"Bennett, Lee",3,1,4,4,173,0,capital cup
"Bennett, Lee",3,2,4,4,211,0,capital cup
"Bennett, Lee",3,4,5,4,185,1,capital cup
"Bennett, Lee",3,5,4,4,159,0,capital cup
"Bennett, Lee",3,6,4,5,284,-1,capital cup
"Bennett, Lee",3,7,4,3,146,1,capital cup
"Bennett, Lee",3,8,4,5,242,-1,capital cup
"Bennett, Lee",3,9,4,4,168,0,capital cup
"Bennett, Lee",3,10,4,5,183,-1,capital cup
"Bennett, Lee",3,11,4,4,177,0,capital cup
"Bennett, Lee",3,12,4,4,193,0,capital cup
"Bennett, Lee",3,13,3,4,129,-1,capital cup
"Bennett, Lee",3,14,2,3,104,-1,capital cup
"Bennett, Lee",3,15,4,4,209,0,capital cup
"Bennett, Lee",3,16,2,3,77,-1,capital cup
"Bennett, Lee",3,17,4,4,188,0,capital cup
"Bennett, Lee",3,18,5,5,240,0,capital cup
"Macias, Martin",3,1,3,4,173,-1,capital cup
"Macias, Martin",3,2,4,4,211,0,capital cup
"Macias, Martin",3,3,4,3,114,1,capital cup
"Macias, Martin",3,4,3,4,185,-1,capital cup
"Macias, Martin",3,5,4,4,159,0,capital cup
"Macias, Martin",3,6,6,5,284,1,capital cup
"Macias, Martin",3,7,3,3,146,0,capital cup
"Macias, Martin",3,8,4,5,242,-1,capital cup
"Macias, Martin",3,9,4,4,168,0,capital cup
"Macias, Martin",3,10,4,5,183,-1,capital cup
"Macias, Martin",3,11,5,4,177,1,capital cup
"Macias, Martin",3,12,4,4,193,0,capital cup
"Macias, Martin",3,13,3,4,129,-1,capital cup
"Macias, Martin",3,14,3,3,104,0,capital cup
"Macias, Martin",3,15,5,4,209,1,capital cup
"Macias, Martin",3,16,2,3,77,-1,capital cup
"Macias, Martin",3,17,4,4,188,0,capital cup
"Macias, Martin",3,18,4,5,240,-1,capital cup
"Smit, Daniel",3,1,4,4,173,0,capital cup
"Smit, Daniel",3,2,4,4,211,0,capital cup
"Smit, Daniel",3,4,4,4,185,0,capital cup
"Smit, Daniel",3,5,5,4,159,1,capital cup
"Smit, Daniel",3,6,4,5,284,-1,capital cup
"Smit, Daniel",3,7,4,3,146,1,capital cup
"Smit, Daniel",3,8,4,5,242,-1,capital cup
"Smit, Daniel",3,9,5,4,168,1,capital cup
"Smit, Daniel",3,10,5,5,183,0,capital cup
"Smit, Daniel",3,11,4,4,177,0,capital cup
"Smit, Daniel",3,12,4,4,193,0,capital cup
"Smit, Daniel",3,13,3,4,129,-1,capital cup
"Smit, Daniel",3,14,4,3,104,1,capital cup
"Smit, Daniel",3,15,4,4,209,0,capital cup
"Smit, Daniel",3,16,3,3,77,0,capital cup
"Smit, Daniel",3,17,3,4,188,-1,capital cup
"Smit, Daniel",3,18,4,5,240,-1,capital cup
"Simoncic, Martin",3,1,4,4,173,0,capital cup
"Simoncic, Martin",3,2,4,4,211,0,capital cup
"Simoncic, Martin",3,3,3,3,114,0,capital cup
"Simoncic, Martin",3,4,4,4,185,0,capital cup
"Simoncic, Martin",3,5,4,4,159,0,capital cup
"Simoncic, Martin",3,6,5,5,284,0,capital cup
"Simoncic, Martin",3,7,3,3,146,0,capital cup
"Simoncic, Martin",3,8,4,5,242,-1,capital cup
"Simoncic, Martin",3,9,3,4,168,-1,capital cup
"Simoncic, Martin",3,10,4,5,183,-1,capital cup
"Simoncic, Martin",3,11,6,4,177,2,capital cup
"Simoncic, Martin",3,12,4,4,193,0,capital cup
"Simoncic, Martin",3,13,3,4,129,-1,capital cup
"Simoncic, Martin",3,14,3,3,104,0,capital cup
"Simoncic, Martin",3,15,4,4,209,0,capital cup
"Simoncic, Martin",3,16,3,3,77,0,capital cup
"Simoncic, Martin",3,17,3,4,188,-1,capital cup
"Simoncic, Martin",3,18,5,5,240,0,capital cup
"Mayer, Sven",3,1,4,4,173,0,capital cup
"Mayer, Sven",3,2,5,4,211,1,capital cup
"Mayer, Sven",3,3,3,3,114,0,capital cup
"Mayer, Sven",3,4,4,4,185,0,capital cup
"Mayer, Sven",3,5,4,4,159,0,capital cup
"Mayer, Sven",3,6,4,5,284,-1,capital cup
"Mayer, Sven",3,7,4,3,146,1,capital cup
"Mayer, Sven",3,8,5,5,242,0,capital cup
"Mayer, Sven",3,9,3,4,168,-1,capital cup
"Mayer, Sven",3,10,5,5,183,0,capital cup
"Mayer, Sven",3,11,5,4,177,1,capital cup
"Mayer, Sven",3,12,6,4,193,2,capital cup
"Mayer, Sven",3,13,4,4,129,0,capital cup
"Mayer, Sven",3,14,3,3,104,0,capital cup
"Mayer, Sven",3,15,4,4,209,0,capital cup
"Mayer, Sven",3,16,3,3,77,0,capital cup
"Mayer, Sven",3,17,3,4,188,-1,capital cup
"Mayer, Sven",3,18,6,5,240,1,capital cup
"Nicolas, COUSIN",3,1,5,4,173,1,capital cup
"Nicolas, COUSIN",3,2,4,4,211,0,capital cup
"Nicolas, COUSIN",3,3,3,3,114,0,capital cup
"Nicolas, COUSIN",3,4,4,4,185,0,capital cup
"Nicolas, COUSIN",3,5,3,4,159,-1,capital cup
"Nicolas, COUSIN",3,6,5,5,284,0,capital cup
"Nicolas, COUSIN",3,7,3,3,146,0,capital cup
"Nicolas, COUSIN",3,8,5,5,242,0,capital cup
"Nicolas, COUSIN",3,9,4,4,168,0,capital cup
"Nicolas, COUSIN",3,10,6,5,183,1,capital cup
"Nicolas, COUSIN",3,11,5,4,177,1,capital cup
"Nicolas, COUSIN",3,12,5,4,193,1,capital cup
"Nicolas, COUSIN",3,13,3,4,129,-1,capital cup
"Nicolas, COUSIN",3,14,3,3,104,0,capital cup
"Nicolas, COUSIN",3,15,6,4,209,2,capital cup
"Nicolas, COUSIN",3,16,2,3,77,-1,capital cup
"Nicolas, COUSIN",3,17,4,4,188,0,capital cup
"Nicolas, COUSIN",3,18,6,5,240,1,capital cup
"Simoncic, Igor",3,1,4,4,173,0,capital cup
"Simoncic, Igor",3,2,5,4,211,1,capital cup
"Simoncic, Igor",3,3,2,3,114,-1,capital cup
"Simoncic, Igor",3,4,4,4,185,0,capital cup
"Simoncic, Igor",3,5,4,4,159,0,capital cup
"Simoncic, Igor",3,6,5,5,284,0,capital cup
"Simoncic, Igor",3,7,3,3,146,0,capital cup
"Simoncic, Igor",3,8,5,5,242,0,capital cup
"Simoncic, Igor",3,9,3,4,168,-1,capital cup
"Simoncic, Igor",3,10,5,5,183,0,capital cup
"Simoncic, Igor",3,11,4,4,177,0,capital cup
"Simoncic, Igor",3,12,4,4,193,0,capital cup
"Simoncic, Igor",3,13,3,4,129,-1,capital cup
"Simoncic, Igor",3,14,3,3,104,0,capital cup
"Simoncic, Igor",3,15,5,4,209,1,capital cup
"Simoncic, Igor",3,16,2,3,77,-1,capital cup
"Simoncic, Igor",3,17,3,4,188,-1,capital cup
"Simoncic, Igor",3,18,5,5,240,0,capital cup
"Downie, Drew",3,1,3,4,173,-1,capital cup
"Downie, Drew",3,2,4,4,211,0,capital cup
"Downie, Drew",3,3,4,3,114,1,capital cup
"Downie, Drew",3,4,4,4,185,0,capital cup
"Downie, Drew",3,5,5,4,159,1,capital cup
"Downie, Drew",3,6,4,5,284,-1,capital cup
"Downie, Drew",3,7,3,3,146,0,capital cup
"Downie, Drew",3,8,5,5,242,0,capital cup
"Downie, Drew",3,9,4,4,168,0,capital cup
"Downie, Drew",3,10,5,5,183,0,capital cup
"Downie, Drew",3,11,4,4,177,0,capital cup
"Downie, Drew",3,12,5,4,193,1,capital cup
"Downie, Drew",3,13,3,4,129,-1,capital cup
"Downie, Drew",3,14,2,3,104,-1,capital cup
"Downie, Drew",3,15,4,4,209,0,capital cup
"Downie, Drew",3,16,4,3,77,1,capital cup
"Downie, Drew",3,17,3,4,188,-1,capital cup
"Downie, Drew",3,18,5,5,240,0,capital cup
"Christophe, Keuleers",3,1,4,4,173,0,capital cup
"Christophe, Keuleers",3,2,4,4,211,0,capital cup
"Christophe, Keuleers",3,3,3,3,114,0,capital cup
"Christophe, Keuleers",3,4,4,4,185,0,capital cup
"Christophe, Keuleers",3,5,4,4,159,0,capital cup
"Christophe, Keuleers",3,6,6,5,284,1,capital cup
"Christophe, Keuleers",3,7,3,3,146,0,capital cup
"Christophe, Keuleers",3,8,4,5,242,-1,capital cup
"Christophe, Keuleers",3,9,3,4,168,-1,capital cup
"Christophe, Keuleers",3,10,4,5,183,-1,capital cup
"Christophe, Keuleers",3,11,4,4,177,0,capital cup
"Christophe, Keuleers",3,12,5,4,193,1,capital cup
"Christophe, Keuleers",3,13,3,4,129,-1,capital cup
"Christophe, Keuleers",3,14,3,3,104,0,capital cup
"Christophe, Keuleers",3,15,4,4,209,0,capital cup
"Christophe, Keuleers",3,16,3,3,77,0,capital cup
"Christophe, Keuleers",3,17,4,4,188,0,capital cup
"Christophe, Keuleers",3,18,6,5,240,1,capital cup
"Andy, Buchla",3,1,5,4,173,1,capital cup
"Andy, Buchla",3,2,5,4,211,1,capital cup
"Andy, Buchla",3,3,2,3,114,-1,capital cup
"Andy, Buchla",3,4,4,4,185,0,capital cup
"Andy, Buchla",3,5,4,4,159,0,capital cup
"Andy, Buchla",3,6,5,5,284,0,capital cup
"Andy, Buchla",3,7,4,3,146,1,capital cup
"Andy, Buchla",3,8,5,5,242,0,capital cup
"Andy, Buchla",3,9,3,4,168,-1,capital cup
"Andy, Buchla",3,10,4,5,183,-1,capital cup
"Andy, Buchla",3,11,5,4,177,1,capital cup
"Andy, Buchla",3,12,5,4,193,1,capital cup
"Andy, Buchla",3,13,3,4,129,-1,capital cup
"Andy, Buchla",3,14,3,3,104,0,capital cup
"Andy, Buchla",3,15,5,4,209,1,capital cup
"Andy, Buchla",3,16,2,3,77,-1,capital cup
"Andy, Buchla",3,17,5,4,188,1,capital cup
"Andy, Buchla",3,18,5,5,240,0,capital cup
"Cox, Ian",3,1,4,4,173,0,capital cup
"Cox, Ian",3,2,4,4,211,0,capital cup
"Cox, Ian",3,3,5,3,114,2,capital cup
"Cox, Ian",3,4,4,4,185,0,capital cup
"Cox, Ian",3,5,4,4,159,0,capital cup
"Cox, Ian",3,6,5,5,284,0,capital cup
"Cox, Ian",3,7,3,3,146,0,capital cup
"Cox, Ian",3,8,4,5,242,-1,capital cup
"Cox, Ian",3,9,2,4,168,-2,capital cup
"Cox, Ian",3,10,5,5,183,0,capital cup
"Cox, Ian",3,11,5,4,177,1,capital cup
"Cox, Ian",3,12,6,4,193,2,capital cup
"Cox, Ian",3,13,5,4,129,1,capital cup
"Cox, Ian",3,14,4,3,104,1,capital cup
"Cox, Ian",3,15,3,4,209,-1,capital cup
"Cox, Ian",3,16,4,3,77,1,capital cup
"Cox, Ian",3,17,4,4,188,0,capital cup
"Cox, Ian",3,18,4,5,240,-1,capital cup
"Vangel, Dusan",3,1,4,4,173,0,capital cup
"Vangel, Dusan",3,2,3,4,211,-1,capital cup
"Vangel, Dusan",3,3,3,3,114,0,capital cup
"Vangel, Dusan",3,4,4,4,185,0,capital cup
"Vangel, Dusan",3,5,5,4,159,1,capital cup
"Vangel, Dusan",3,6,6,5,284,1,capital cup
"Vangel, Dusan",3,7,6,3,146,3,capital cup
"Vangel, Dusan",3,8,4,5,242,-1,capital cup
"Vangel, Dusan",3,9,5,4,168,1,capital cup
"Vangel, Dusan",3,10,4,5,183,-1,capital cup
"Vangel, Dusan",3,11,4,4,177,0,capital cup
"Vangel, Dusan",3,12,5,4,193,1,capital cup
"Vangel, Dusan",3,13,3,4,129,-1,capital cup
"Vangel, Dusan",3,14,2,3,104,-1,capital cup
"Vangel, Dusan",3,15,5,4,209,1,capital cup
"Vangel, Dusan",3,16,3,3,77,0,capital cup
"Vangel, Dusan",3,17,4,4,188,0,capital cup
"Vangel, Dusan",3,18,5,5,240,0,capital cup
"László, Szabó",3,1,5,4,173,1,capital cup
"László, Szabó",3,2,5,4,211,1,capital cup
"László, Szabó",3,3,4,3,114,1,capital cup
"László, Szabó",3,4,4,4,185,0,capital cup
"László, Szabó",3,5,4,4,159,0,capital cup
"László, Szabó",3,6,5,5,284,0,capital cup
"László, Szabó",3,7,3,3,146,0,capital cup
"László, Szabó",3,8,4,5,242,-1,capital cup
"László, Szabó",3,9,3,4,168,-1,capital cup
"László, Szabó",3,10,4,5,183,-1,capital cup
"László, Szabó",3,11,4,4,177,0,capital cup
"László, Szabó",3,12,5,4,193,1,capital cup
"László, Szabó",3,13,3,4,129,-1,capital cup
"László, Szabó",3,14,3,3,104,0,capital cup
"László, Szabó",3,15,3,4,209,-1,capital cup
"László, Szabó",3,16,3,3,77,0,capital cup
"László, Szabó",3,17,4,4,188,0,capital cup
"László, Szabó",3,18,6,5,240,1,capital cup
"Secher Jensen, Simon",3,1,5,4,173,1,capital cup
"Secher Jensen, Simon",3,2,4,4,211,0,capital cup
"Secher Jensen, Simon",3,3,3,3,114,0,capital cup
"Secher Jensen, Simon",3,4,4,4,185,0,capital cup
"Secher Jensen, Simon",3,5,3,4,159,-1,capital cup
"Secher Jensen, Simon",3,6,4,5,284,-1,capital cup
"Secher Jensen, Simon",3,7,4,3,146,1,capital cup
"Secher Jensen, Simon",3,8,5,5,242,0,capital cup
"Secher Jensen, Simon",3,9,3,4,168,-1,capital cup
"Secher Jensen, Simon",3,10,5,5,183,0,capital cup
"Secher Jensen, Simon",3,11,4,4,177,0,capital cup
"Secher Jensen, Simon",3,12,5,4,193,1,capital cup
"Secher Jensen, Simon",3,13,3,4,129,-1,capital cup
"Secher Jensen, Simon",3,14,3,3,104,0,capital cup
"Secher Jensen, Simon",3,15,5,4,209,1,capital cup
"Secher Jensen, Simon",3,16,3,3,77,0,capital cup
"Secher Jensen, Simon",3,17,3,4,188,-1,capital cup
"Secher Jensen, Simon",3,18,5,5,240,0,capital cup
"Morgan, Matthew",3,1,5,4,173,1,capital cup
"Morgan, Matthew",3,2,4,4,211,0,capital cup
"Morgan, Matthew",3,3,3,3,114,0,capital cup
"Morgan, Matthew",3,4,4,4,185,0,capital cup
"Morgan, Matthew",3,5,4,4,159,0,capital cup
"Morgan, Matthew",3,6,6,5,284,1,capital cup
"Morgan, Matthew",3,7,3,3,146,0,capital cup
"Morgan, Matthew",3,8,4,5,242,-1,capital cup
"Morgan, Matthew",3,9,4,4,168,0,capital cup
"Morgan, Matthew",3,10,5,5,183,0,capital cup
"Morgan, Matthew",3,11,5,4,177,1,capital cup
"Morgan, Matthew",3,12,4,4,193,0,capital cup
"Morgan, Matthew",3,13,4,4,129,0,capital cup
"Morgan, Matthew",3,14,2,3,104,-1,capital cup
"Morgan, Matthew",3,15,4,4,209,0,capital cup
"Morgan, Matthew",3,16,4,3,77,1,capital cup
"Morgan, Matthew",3,17,5,4,188,1,capital cup
"Morgan, Matthew",3,18,5,5,240,0,capital cup
"Rompis, Marvin",3,1,5,4,173,1,capital cup
"Rompis, Marvin",3,2,4,4,211,0,capital cup
"Rompis, Marvin",3,3,3,3,114,0,capital cup
"Rompis, Marvin",3,4,4,4,185,0,capital cup
"Rompis, Marvin",3,5,3,4,159,-1,capital cup
"Rompis, Marvin",3,6,4,5,284,-1,capital cup
"Rompis, Marvin",3,7,5,3,146,2,capital cup
"Rompis, Marvin",3,8,4,5,242,-1,capital cup
"Rompis, Marvin",3,9,3,4,168,-1,capital cup
"Rompis, Marvin",3,10,4,5,183,-1,capital cup
"Rompis, Marvin",3,11,5,4,177,1,capital cup
"Rompis, Marvin",3,12,4,4,193,0,capital cup
"Rompis, Marvin",3,13,5,4,129,1,capital cup
"Rompis, Marvin",3,14,3,3,104,0,capital cup
"Rompis, Marvin",3,15,5,4,209,1,capital cup
"Rompis, Marvin",3,16,3,3,77,0,capital cup
"Rompis, Marvin",3,17,5,4,188,1,capital cup
"Rompis, Marvin",3,18,6,5,240,1,capital cup
"Robinson, Toby",3,1,5,4,173,1,capital cup
"Robinson, Toby",3,2,4,4,211,0,capital cup
"Robinson, Toby",3,3,4,3,114,1,capital cup
"Robinson, Toby",3,4,4,4,185,0,capital cup
"Robinson, Toby",3,5,3,4,159,-1,capital cup
"Robinson, Toby",3,6,4,5,284,-1,capital cup
"Robinson, Toby",3,7,5,3,146,2,capital cup
"Robinson, Toby",3,8,5,5,242,0,capital cup
"Robinson, Toby",3,9,5,4,168,1,capital cup
"Robinson, Toby",3,10,4,5,183,-1,capital cup
"Robinson, Toby",3,11,5,4,177,1,capital cup
"Robinson, Toby",3,12,5,4,193,1,capital cup
"Robinson, Toby",3,13,3,4,129,-1,capital cup
"Robinson, Toby",3,14,2,3,104,-1,capital cup
"Robinson, Toby",3,15,4,4,209,0,capital cup
"Robinson, Toby",3,16,3,3,77,0,capital cup
"Robinson, Toby",3,17,4,4,188,0,capital cup
"Robinson, Toby",3,18,5,5,240,0,capital cup
"Di Bello, Simone",3,1,5,4,173,1,capital cup
"Di Bello, Simone",3,2,5,4,211,1,capital cup
"Di Bello, Simone",3,3,3,3,114,0,capital cup
"Di Bello, Simone",3,4,4,4,185,0,capital cup
"Di Bello, Simone",3,5,3,4,159,-1,capital cup
"Di Bello, Simone",3,6,5,5,284,0,capital cup
"Di Bello, Simone",3,7,4,3,146,1,capital cup
"Di Bello, Simone",3,8,4,5,242,-1,capital cup
"Di Bello, Simone",3,9,4,4,168,0,capital cup
"Di Bello, Simone",3,10,6,5,183,1,capital cup
"Di Bello, Simone",3,11,5,4,177,1,capital cup
"Di Bello, Simone",3,12,4,4,193,0,capital cup
"Di Bello, Simone",3,13,3,4,129,-1,capital cup
"Di Bello, Simone",3,14,2,3,104,-1,capital cup
"Di Bello, Simone",3,15,4,4,209,0,capital cup
"Di Bello, Simone",3,16,3,3,77,0,capital cup
"Di Bello, Simone",3,17,3,4,188,-1,capital cup
"Di Bello, Simone",3,18,6,5,240,1,capital cup
"Díaz Alfonso, Zeben",3,2,4,4,211,0,capital cup
"Díaz Alfonso, Zeben",3,3,3,3,114,0,capital cup
"Díaz Alfonso, Zeben",3,4,4,4,185,0,capital cup
"Díaz Alfonso, Zeben",3,5,4,4,159,0,capital cup
"Díaz Alfonso, Zeben",3,6,4,5,284,-1,capital cup
"Díaz Alfonso, Zeben",3,7,3,3,146,0,capital cup
"Díaz Alfonso, Zeben",3,8,5,5,242,0,capital cup
"Díaz Alfonso, Zeben",3,9,4,4,168,0,capital cup
"Díaz Alfonso, Zeben",3,10,3,5,183,-2,capital cup
"Díaz Alfonso, Zeben",3,11,4,4,177,0,capital cup
"Díaz Alfonso, Zeben",3,12,5,4,193,1,capital cup
"Díaz Alfonso, Zeben",3,13,3,4,129,-1,capital cup
"Díaz Alfonso, Zeben",3,14,3,3,104,0,capital cup
"Díaz Alfonso, Zeben",3,15,4,4,209,0,capital cup
"Díaz Alfonso, Zeben",3,16,6,3,77,3,capital cup
"Díaz Alfonso, Zeben",3,17,3,4,188,-1,capital cup
"Díaz Alfonso, Zeben",3,18,5,5,240,0,capital cup
"Munnik, Dave",3,1,4,4,173,0,capital cup
"Munnik, Dave",3,2,4,4,211,0,capital cup
"Munnik, Dave",3,3,3,3,114,0,capital cup
"Munnik, Dave",3,4,4,4,185,0,capital cup
"Munnik, Dave",3,5,3,4,159,-1,capital cup
"Munnik, Dave",3,6,4,5,284,-1,capital cup
"Munnik, Dave",3,7,4,3,146,1,capital cup
"Munnik, Dave",3,8,6,5,242,1,capital cup
"Munnik, Dave",3,9,4,4,168,0,capital cup
"Munnik, Dave",3,11,3,4,177,-1,capital cup
"Munnik, Dave",3,12,6,4,193,2,capital cup
"Munnik, Dave",3,13,4,4,129,0,capital cup
"Munnik, Dave",3,14,3,3,104,0,capital cup
"Munnik, Dave",3,15,4,4,209,0,capital cup
"Munnik, Dave",3,16,4,3,77,1,capital cup
"Munnik, Dave",3,17,3,4,188,-1,capital cup
"Munnik, Dave",3,18,5,5,240,0,capital cup
"Remy, HETRU",3,1,5,4,173,1,capital cup
"Remy, HETRU",3,2,4,4,211,0,capital cup
"Remy, HETRU",3,3,3,3,114,0,capital cup
"Remy, HETRU",3,4,5,4,185,1,capital cup
"Remy, HETRU",3,5,4,4,159,0,capital cup
"Remy, HETRU",3,6,5,5,284,0,capital cup
"Remy, HETRU",3,7,3,3,146,0,capital cup
"Remy, HETRU",3,8,4,5,242,-1,capital cup
"Remy, HETRU",3,9,3,4,168,-1,capital cup
"Remy, HETRU",3,10,5,5,183,0,capital cup
"Remy, HETRU",3,11,5,4,177,1,capital cup
"Remy, HETRU",3,12,4,4,193,0,capital cup
"Remy, HETRU",3,13,4,4,129,0,capital cup
"Remy, HETRU",3,14,3,3,104,0,capital cup
"Remy, HETRU",3,15,5,4,209,1,capital cup
"Remy, HETRU",3,16,3,3,77,0,capital cup
"Remy, HETRU",3,17,4,4,188,0,capital cup
"Remy, HETRU",3,18,5,5,240,0,capital cup
"O Donnell, Ian",3,1,6,4,173,2,capital cup
"O Donnell, Ian",3,2,5,4,211,1,capital cup
"O Donnell, Ian",3,3,4,3,114,1,capital cup
"O Donnell, Ian",3,4,5,4,185,1,capital cup
"O Donnell, Ian",3,5,4,4,159,0,capital cup
"O Donnell, Ian",3,6,4,5,284,-1,capital cup
"O Donnell, Ian",3,7,3,3,146,0,capital cup
"O Donnell, Ian",3,8,5,5,242,0,capital cup
