player,round,hole,strokes,par,score,time
"Fulling, Bryan",2,15,5,4,1,10:25:00 AM
"Fulling, Bryan",2,16,4,4,0,10:40:00 AM
"Fulling, Bryan",2,17,4,4,0,10:55:00 AM
"Fulling, Bryan",2,18,3,3,0,11:10:00 AM
"Mendive, Lucas",2,1,5,4,1,10:55:00 AM
"Mendive, Lucas",2,2,5,4,1,11:10:00 AM
"Mendive, Lucas",2,3,3,4,-1,11:25:00 AM
"Mendive, Lucas",2,4,5,5,0,11:40:00 AM
"Mendive, Lucas",2,5,3,3,0,11:55:00 AM
"Mendive, Lucas",2,6,4,5,-1,12:10:00 PM
"Mendive, Lucas",2,7,7,4,3,12:25:00 PM
"Mendive, Lucas",2,8,3,3,0,8:10:00 AM
"Mendive, Lucas",2,9,5,4,1,8:25:00 AM
"Mendive, Lucas",2,10,4,4,0,8:40:00 AM
"Mendive, Lucas",2,11,6,5,1,8:55:00 AM
"Mendive, Lucas",2,12,3,3,0,9:10:00 AM
"Mendive, Lucas",2,13,3,4,-1,9:25:00 AM
"Mendive, Lucas",2,14,5,5,0,9:40:00 AM
"Mendive, Lucas",2,15,3,4,-1,9:55:00 AM
"Mendive, Lucas",2,16,4,4,0,10:10:00 AM
"Mendive, Lucas",2,17,4,4,0,10:25:00 AM
"Mendive, Lucas",2,18,3,3,0,10:40:00 AM
"O Donnell, Ian",2,1,4,4,0,9:45:00 AM
"O Donnell, Ian",2,2,4,4,0,10:00:00 AM
"O Donnell, Ian",2,3,2,4,-2,10:15:00 AM
"O Donnell, Ian",2,4,5,5,0,10:30:00 AM
"O Donnell, Ian",2,5,3,3,0,10:45:00 AM
"O Donnell, Ian",2,6,7,5,2,11:00:00 AM
"O Donnell, Ian",2,7,4,4,0,11:15:00 AM
"O Donnell, Ian",2,8,4,3,1,11:30:00 AM
"O Donnell, Ian",2,9,5,4,1,11:45:00 AM
"O Donnell, Ian",2,10,4,4,0,12:00:00 PM
"O Donnell, Ian",2,11,4,5,-1,12:15:00 PM
"O Donnell, Ian",2,12,4,3,1,8:00:00 AM
"O Donnell, Ian",2,13,3,4,-1,8:15:00 AM
"O Donnell, Ian",2,14,5,5,0,8:30:00 AM
"O Donnell, Ian",2,15,3,4,-1,8:45:00 AM
"O Donnell, Ian",2,16,3,4,-1,9:00:00 AM
"O Donnell, Ian",2,17,5,4,1,9:15:00 AM
"O Donnell, Ian",2,18,3,3,0,9:30:00 AM
"Martinez Santos, Tomas Alejandro",2,1,4,4,0,10:45:00 AM
"Martinez Santos, Tomas Alejandro",2,2,5,4,1,11:00:00 AM
"Martinez Santos, Tomas Alejandro",2,3,4,4,0,11:15:00 AM
"Martinez Santos, Tomas Alejandro",2,4,6,5,1,11:30:00 AM
"Martinez Santos, Tomas Alejandro",2,5,4,3,1,11:45:00 AM
"Martinez Santos, Tomas Alejandro",2,6,5,5,0,12:00:00 PM
"Martinez Santos, Tomas Alejandro",2,7,4,4,0,12:15:00 PM
"Martinez Santos, Tomas Alejandro",2,8,3,3,0,8:00:00 AM
"Martinez Santos, Tomas Alejandro",2,9,5,4,1,8:15:00 AM
"Martinez Santos, Tomas Alejandro",2,10,5,4,1,8:30:00 AM
"Martinez Santos, Tomas Alejandro",2,11,5,5,0,8:45:00 AM
"Martinez Santos, Tomas Alejandro",2,12,4,3,1,9:00:00 AM
"Martinez Santos, Tomas Alejandro",2,13,6,4,2,9:15:00 AM
"Martinez Santos, Tomas Alejandro",2,14,4,5,-1,9:30:00 AM
"Martinez Santos, Tomas Alejandro",2,15,3,4,-1,9:45:00 AM
"Martinez Santos, Tomas Alejandro",2,16,4,4,0,10:00:00 AM
"Martinez Santos, Tomas Alejandro",2,17,4,4,0,10:15:00 AM
"Martinez Santos, Tomas Alejandro",2,18,3,3,0,10:30:00 AM
"Herz, Mark",2,1,6,4,2,10:55:00 AM
"Herz, Mark",2,2,5,4,1,11:10:00 AM
"Herz, Mark",2,3,3,4,-1,11:25:00 AM
"Herz, Mark",2,4,6,5,1,11:40:00 AM
"Herz, Mark",2,5,4,3,1,11:55:00 AM
"Herz, Mark",2,6,5,5,0,12:10:00 PM
"Herz, Mark",2,7,5,4,1,12:25:00 PM
"Herz, Mark",2,8,4,3,1,8:10:00 AM
"Herz, Mark",2,9,5,4,1,8:25:00 AM
"Herz, Mark",2,10,4,4,0,8:40:00 AM
"Herz, Mark",2,11,5,5,0,8:55:00 AM
"Herz, Mark",2,12,4,3,1,9:10:00 AM
"Herz, Mark",2,13,4,4,0,9:25:00 AM
"Herz, Mark",2,14,5,5,0,9:40:00 AM
"Herz, Mark",2,15,4,4,0,9:55:00 AM
"Herz, Mark",2,16,3,4,-1,10:10:00 AM
"Herz, Mark",2,17,5,4,1,10:25:00 AM
"Herz, Mark",2,18,3,3,0,10:40:00 AM
"Gyorgy, Podusil",2,1,5,4,1,11:00:00 AM
"Gyorgy, Podusil",2,2,4,4,0,11:15:00 AM
"Gyorgy, Podusil",2,3,3,4,-1,11:30:00 AM
"Gyorgy, Podusil",2,4,6,5,1,11:45:00 AM
"Gyorgy, Podusil",2,5,3,3,0,12:00:00 PM
"Gyorgy, Podusil",2,6,5,5,0,12:15:00 PM
"Gyorgy, Podusil",2,7,6,4,2,8:00:00 AM
"Gyorgy, Podusil",2,8,3,3,0,8:15:00 AM
"Gyorgy, Podusil",2,9,6,4,2,8:30:00 AM
"Gyorgy, Podusil",2,10,4,4,0,8:45:00 AM
"Gyorgy, Podusil",2,11,4,5,-1,9:00:00 AM
"Gyorgy, Podusil",2,12,3,3,0,9:15:00 AM
"Gyorgy, Podusil",2,13,4,4,0,9:30:00 AM
"Gyorgy, Podusil",2,14,6,5,1,9:45:00 AM
"Gyorgy, Podusil",2,15,3,4,-1,10:00:00 AM
"Gyorgy, Podusil",2,16,4,4,0,10:15:00 AM
"Gyorgy, Podusil",2,17,4,4,0,10:30:00 AM
"Gyorgy, Podusil",2,18,3,3,0,10:45:00 AM
"Brindis, Manuel",2,1,5,4,1,11:00:00 AM
"Brindis, Manuel",2,2,4,4,0,11:15:00 AM
"Brindis, Manuel",2,3,2,4,-2,11:30:00 AM
"Brindis, Manuel",2,4,5,5,0,11:45:00 AM
"Brindis, Manuel",2,5,3,3,0,12:00:00 PM
"Brindis, Manuel",2,6,6,5,1,12:15:00 PM
"Brindis, Manuel",2,7,5,4,1,8:00:00 AM
"Brindis, Manuel",2,8,4,3,1,8:15:00 AM
"Brindis, Manuel",2,9,5,4,1,8:30:00 AM
"Brindis, Manuel",2,10,4,4,0,8:45:00 AM
"Brindis, Manuel",2,11,5,5,0,9:00:00 AM
"Brindis, Manuel",2,12,2,3,-1,9:15:00 AM
"Brindis, Manuel",2,13,4,4,0,9:30:00 AM
"Brindis, Manuel",2,14,6,5,1,9:45:00 AM
"Brindis, Manuel",2,15,5,4,1,10:00:00 AM
"Brindis, Manuel",2,16,6,4,2,10:15:00 AM
"Brindis, Manuel",2,17,4,4,0,10:30:00 AM
"Brindis, Manuel",2,18,3,3,0,10:45:00 AM
"Romuald, Pretot",2,1,4,4,0,11:40:00 AM
"Romuald, Pretot",2,2,7,4,3,11:55:00 AM
"Romuald, Pretot",2,3,3,4,-1,12:10:00 PM
"Romuald, Pretot",2,4,6,5,1,12:25:00 PM
"Romuald, Pretot",2,5,3,3,0,8:10:00 AM
"Romuald, Pretot",2,6,7,5,2,8:25:00 AM
"Romuald, Pretot",2,7,6,4,2,8:40:00 AM
"Romuald, Pretot",2,8,5,3,2,8:55:00 AM
"Romuald, Pretot",2,9,5,4,1,9:10:00 AM
"Romuald, Pretot",2,10,5,4,1,9:25:00 AM
"Romuald, Pretot",2,11,6,5,1,9:40:00 AM
"Romuald, Pretot",2,12,4,3,1,9:55:00 AM
"Romuald, Pretot",2,13,4,4,0,10:10:00 AM
"Romuald, Pretot",2,14,6,5,1,10:25:00 AM
"Romuald, Pretot",2,15,4,4,0,10:40:00 AM
"Romuald, Pretot",2,16,4,4,0,10:55:00 AM
"Romuald, Pretot",2,17,3,4,-1,11:10:00 AM
"Romuald, Pretot",2,18,3,3,0,11:25:00 AM
"Perdomo, Martin",2,1,6,4,2,10:30:00 AM
"Perdomo, Martin",2,2,5,4,1,10:45:00 AM
"Perdomo, Martin",2,3,2,4,-2,11:00:00 AM
"Perdomo, Martin",2,4,6,5,1,11:15:00 AM
"Perdomo, Martin",2,5,3,3,0,11:30:00 AM
"Perdomo, Martin",2,6,4,5,-1,11:45:00 AM
"Perdomo, Martin",2,7,5,4,1,12:00:00 PM
"Perdomo, Martin",2,8,4,3,1,12:15:00 PM
"Perdomo, Martin",2,9,5,4,1,8:00:00 AM
"Perdomo, Martin",2,10,5,4,1,8:15:00 AM
"Perdomo, Martin",2,11,6,5,1,8:30:00 AM
"Perdomo, Martin",2,12,3,3,0,8:45:00 AM
"Perdomo, Martin",2,13,3,4,-1,9:00:00 AM
"Perdomo, Martin",2,14,5,5,0,9:15:00 AM
"Perdomo, Martin",2,15,5,4,1,9:30:00 AM
"Perdomo, Martin",2,16,5,4,1,9:45:00 AM
"Perdomo, Martin",2,17,5,4,1,10:00:00 AM
"Perdomo, Martin",2,18,3,3,0,10:15:00 AM
"Reyes, Marco",2,1,4,4,0,10:40:00 AM
"Reyes, Marco",2,2,4,4,0,10:55:00 AM
"Reyes, Marco",2,3,3,4,-1,11:10:00 AM
"Reyes, Marco",2,4,6,5,1,11:25:00 AM
"Reyes, Marco",2,5,3,3,0,11:40:00 AM
"Reyes, Marco",2,6,6,5,1,11:55:00 AM
"Reyes, Marco",2,7,4,4,0,12:10:00 PM
"Reyes, Marco",2,8,4,3,1,12:25:00 PM
"Reyes, Marco",2,9,4,4,0,8:10:00 AM
"Reyes, Marco",2,10,5,4,1,8:25:00 AM
"Reyes, Marco",2,11,5,5,0,8:40:00 AM
"Reyes, Marco",2,12,4,3,1,8:55:00 AM
"Reyes, Marco",2,13,3,4,-1,9:10:00 AM
"Reyes, Marco",2,14,4,5,-1,9:25:00 AM
"Reyes, Marco",2,15,4,4,0,9:40:00 AM
"Reyes, Marco",2,16,5,4,1,9:55:00 AM
"Reyes, Marco",2,17,5,4,1,10:10:00 AM
"Reyes, Marco",2,18,2,3,-1,10:25:00 AM
"Martinez, Hermes",2,1,6,4,2,10:45:00 AM
"Martinez, Hermes",2,2,4,4,0,11:00:00 AM
"Martinez, Hermes",2,3,3,4,-1,11:15:00 AM
"Martinez, Hermes",2,4,8,5,3,11:30:00 AM
"Martinez, Hermes",2,5,3,3,0,11:45:00 AM
"Martinez, Hermes",2,6,5,5,0,12:00:00 PM
"Martinez, Hermes",2,7,5,4,1,12:15:00 PM
"Martinez, Hermes",2,8,3,3,0,8:00:00 AM
"Martinez, Hermes",2,9,5,4,1,8:15:00 AM
"Martinez, Hermes",2,10,8,4,4,8:30:00 AM
"Martinez, Hermes",2,11,7,5,2,8:45:00 AM
"Martinez, Hermes",2,12,3,3,0,9:00:00 AM
"Martinez, Hermes",2,13,4,4,0,9:15:00 AM
"Martinez, Hermes",2,14,6,5,1,9:30:00 AM
"Martinez, Hermes",2,15,4,4,0,9:45:00 AM
"Martinez, Hermes",2,16,4,4,0,10:00:00 AM
"Martinez, Hermes",2,17,4,4,0,10:15:00 AM
"Martinez, Hermes",2,18,2,3,-1,10:30:00 AM
"Guzman, Luis",2,1,5,4,1,10:55:00 AM
"Guzman, Luis",2,2,4,4,0,11:10:00 AM
"Guzman, Luis",2,3,3,4,-1,11:25:00 AM
"Guzman, Luis",2,4,6,5,1,11:40:00 AM
"Guzman, Luis",2,5,3,3,0,11:55:00 AM
"Guzman, Luis",2,6,5,5,0,12:10:00 PM
"Guzman, Luis",2,7,5,4,1,12:25:00 PM
"Guzman, Luis",2,8,2,3,-1,8:10:00 AM
"Guzman, Luis",2,9,6,4,2,8:25:00 AM
"Guzman, Luis",2,10,4,4,0,8:40:00 AM
"Guzman, Luis",2,11,7,5,2,8:55:00 AM
"Guzman, Luis",2,12,3,3,0,9:10:00 AM
"Guzman, Luis",2,13,3,4,-1,9:25:00 AM
"Guzman, Luis",2,14,5,5,0,9:40:00 AM
"Guzman, Luis",2,15,4,4,0,9:55:00 AM
"Guzman, Luis",2,16,4,4,0,10:10:00 AM
"Guzman, Luis",2,17,5,4,1,10:25:00 AM
"Guzman, Luis",2,18,3,3,0,10:40:00 AM
"Barragan, Osvaldo",2,1,5,4,1,9:55:00 AM
"Barragan, Osvaldo",2,2,4,4,0,10:10:00 AM
"Barragan, Osvaldo",2,3,4,4,0,10:25:00 AM
"Barragan, Osvaldo",2,4,7,5,2,10:40:00 AM
"Barragan, Osvaldo",2,5,3,3,0,10:55:00 AM
"Barragan, Osvaldo",2,6,5,5,0,11:10:00 AM
"Barragan, Osvaldo",2,7,4,4,0,11:25:00 AM
"Barragan, Osvaldo",2,8,3,3,0,11:40:00 AM
"Barragan, Osvaldo",2,9,5,4,1,11:55:00 AM
"Barragan, Osvaldo",2,10,4,4,0,12:10:00 PM
"Barragan, Osvaldo",2,11,5,5,0,12:25:00 PM
"Barragan, Osvaldo",2,12,3,3,0,8:10:00 AM
"Barragan, Osvaldo",2,13,3,4,-1,8:25:00 AM
"Barragan, Osvaldo",2,14,5,5,0,8:40:00 AM
"Barragan, Osvaldo",2,15,6,4,2,8:55:00 AM
"Barragan, Osvaldo",2,16,4,4,0,9:10:00 AM
"Barragan, Osvaldo",2,17,6,4,2,9:25:00 AM
"Barragan, Osvaldo",2,18,3,3,0,9:40:00 AM
"Zhang, Kevin",2,1,4,4,0,10:55:00 AM
"Zhang, Kevin",2,2,5,4,1,11:10:00 AM
"Zhang, Kevin",2,3,3,4,-1,11:25:00 AM
"Zhang, Kevin",2,4,7,5,2,11:40:00 AM
"Zhang, Kevin",2,5,4,3,1,11:55:00 AM
"Zhang, Kevin",2,6,6,5,1,12:10:00 PM
"Zhang, Kevin",2,7,6,4,2,12:25:00 PM
"Zhang, Kevin",2,8,3,3,0,8:10:00 AM
"Zhang, Kevin",2,9,4,4,0,8:25:00 AM
"Zhang, Kevin",2,10,6,4,2,8:40:00 AM
"Zhang, Kevin",2,11,4,5,-1,8:55:00 AM
"Zhang, Kevin",2,12,3,3,0,9:10:00 AM
"Zhang, Kevin",2,13,3,4,-1,9:25:00 AM
"Zhang, Kevin",2,14,6,5,1,9:40:00 AM
"Zhang, Kevin",2,15,4,4,0,9:55:00 AM
"Zhang, Kevin",2,16,3,4,-1,10:10:00 AM
"Zhang, Kevin",2,17,4,4,0,10:25:00 AM
"Zhang, Kevin",2,18,2,3,-1,10:40:00 AM
"Rayatkah, Sasha",2,1,5,4,1,9:55:00 AM
"Rayatkah, Sasha",2,2,3,4,-1,10:10:00 AM
"Rayatkah, Sasha",2,3,3,4,-1,10:25:00 AM
"Rayatkah, Sasha",2,4,6,5,1,10:40:00 AM
"Rayatkah, Sasha",2,5,3,3,0,10:55:00 AM
"Rayatkah, Sasha",2,6,7,5,2,11:10:00 AM
"Rayatkah, Sasha",2,7,5,4,1,11:25:00 AM
"Rayatkah, Sasha",2,8,4,3,1,11:40:00 AM
"Rayatkah, Sasha",2,9,5,4,1,11:55:00 AM
"Rayatkah, Sasha",2,10,5,4,1,12:10:00 PM
"Rayatkah, Sasha",2,11,4,5,-1,12:25:00 PM
"Rayatkah, Sasha",2,12,3,3,0,8:10:00 AM
"Rayatkah, Sasha",2,13,3,4,-1,8:25:00 AM
"Rayatkah, Sasha",2,14,5,5,0,8:40:00 AM
"Rayatkah, Sasha",2,15,5,4,1,8:55:00 AM
"Rayatkah, Sasha",2,16,3,4,-1,9:10:00 AM
"Rayatkah, Sasha",2,17,5,4,1,9:25:00 AM
"Rayatkah, Sasha",2,18,3,3,0,9:40:00 AM
"Liu, Meng Yang",2,1,5,4,1,10:30:00 AM
"Liu, Meng Yang",2,2,5,4,1,10:45:00 AM
"Liu, Meng Yang",2,3,2,4,-2,11:00:00 AM
"Liu, Meng Yang",2,4,6,5,1,11:15:00 AM
"Liu, Meng Yang",2,5,3,3,0,11:30:00 AM
"Liu, Meng Yang",2,6,5,5,0,11:45:00 AM
"Liu, Meng Yang",2,7,6,4,2,12:00:00 PM
"Liu, Meng Yang",2,8,3,3,0,12:15:00 PM
"Liu, Meng Yang",2,9,6,4,2,8:00:00 AM
"Liu, Meng Yang",2,10,5,4,1,8:15:00 AM
"Liu, Meng Yang",2,11,6,5,1,8:30:00 AM
"Liu, Meng Yang",2,12,3,3,0,8:45:00 AM
"Liu, Meng Yang",2,13,4,4,0,9:00:00 AM
"Liu, Meng Yang",2,14,5,5,0,9:15:00 AM
"Liu, Meng Yang",2,15,4,4,0,9:30:00 AM
"Liu, Meng Yang",2,16,4,4,0,9:45:00 AM
"Liu, Meng Yang",2,17,4,4,0,10:00:00 AM
"Liu, Meng Yang",2,18,3,3,0,10:15:00 AM
"Acevedo, Jose",2,1,5,4,1,11:30:00 AM
"Acevedo, Jose",2,2,4,4,0,11:45:00 AM
"Acevedo, Jose",2,3,3,4,-1,12:00:00 PM
"Acevedo, Jose",2,4,6,5,1,12:15:00 PM
"Acevedo, Jose",2,5,3,3,0,8:00:00 AM
"Acevedo, Jose",2,6,6,5,1,8:15:00 AM
"Acevedo, Jose",2,7,6,4,2,8:30:00 AM
"Acevedo, Jose",2,8,3,3,0,8:45:00 AM
"Acevedo, Jose",2,9,6,4,2,9:00:00 AM
"Acevedo, Jose",2,10,5,4,1,9:15:00 AM
"Acevedo, Jose",2,11,5,5,0,9:30:00 AM
"Acevedo, Jose",2,12,3,3,0,9:45:00 AM
"Acevedo, Jose",2,13,3,4,-1,10:00:00 AM
"Acevedo, Jose",2,14,4,5,-1,10:15:00 AM
"Acevedo, Jose",2,15,5,4,1,10:30:00 AM
"Acevedo, Jose",2,16,4,4,0,10:45:00 AM
"Acevedo, Jose",2,17,4,4,0,11:00:00 AM
"Acevedo, Jose",2,18,3,3,0,11:15:00 AM
"Vazquez, Jorge",2,1,7,4,3,10:25:00 AM
"Vazquez, Jorge",2,2,3,4,-1,10:40:00 AM
"Vazquez, Jorge",2,3,3,4,-1,10:55:00 AM
"Vazquez, Jorge",2,4,7,5,2,11:10:00 AM
"Vazquez, Jorge",2,5,3,3,0,11:25:00 AM
"Vazquez, Jorge",2,6,8,5,3,11:40:00 AM
"Vazquez, Jorge",2,7,5,4,1,11:55:00 AM
"Vazquez, Jorge",2,8,5,3,2,12:10:00 PM
"Vazquez, Jorge",2,9,6,4,2,12:25:00 PM
"Vazquez, Jorge",2,10,5,4,1,8:10:00 AM
"Vazquez, Jorge",2,11,6,5,1,8:25:00 AM
"Vazquez, Jorge",2,12,3,3,0,8:40:00 AM
"Vazquez, Jorge",2,13,4,4,0,8:55:00 AM
"Vazquez, Jorge",2,14,5,5,0,9:10:00 AM
"Vazquez, Jorge",2,15,4,4,0,9:25:00 AM
"Vazquez, Jorge",2,16,3,4,-1,9:40:00 AM
"Vazquez, Jorge",2,17,4,4,0,9:55:00 AM
"Vazquez, Jorge",2,18,3,3,0,10:10:00 AM
"Valdez, Anier",2,1,4,4,0,10:15:00 AM
"Valdez, Anier",2,2,5,4,1,10:30:00 AM
"Valdez, Anier",2,3,3,4,-1,10:45:00 AM
"Valdez, Anier",2,4,6,5,1,11:00:00 AM
"Valdez, Anier",2,5,3,3,0,11:15:00 AM
"Valdez, Anier",2,6,5,5,0,11:30:00 AM
"Valdez, Anier",2,7,6,4,2,11:45:00 AM
"Valdez, Anier",2,8,4,3,1,12:00:00 PM
"Valdez, Anier",2,9,5,4,1,12:15:00 PM
"Valdez, Anier",2,10,4,4,0,8:00:00 AM
"Valdez, Anier",2,11,5,5,0,8:15:00 AM
"Valdez, Anier",2,12,5,3,2,8:30:00 AM
"Valdez, Anier",2,13,4,4,0,8:45:00 AM
"Valdez, Anier",2,14,4,5,-1,9:00:00 AM
"Valdez, Anier",2,15,5,4,1,9:15:00 AM
"Valdez, Anier",2,16,4,4,0,9:30:00 AM
"Valdez, Anier",2,17,4,4,0,9:45:00 AM
"Valdez, Anier",2,18,3,3,0,10:00:00 AM
"Rabel, Jeremias",2,1,5,4,1,11:25:00 AM
"Rabel, Jeremias",2,2,5,4,1,11:40:00 AM
"Rabel, Jeremias",2,3,3,4,-1,11:55:00 AM
"Rabel, Jeremias",2,4,6,5,1,12:10:00 PM
"Rabel, Jeremias",2,5,3,3,0,12:25:00 PM
"Rabel, Jeremias",2,6,5,5,0,8:10:00 AM
"Rabel, Jeremias",2,7,4,4,0,8:25:00 AM
"Rabel, Jeremias",2,8,4,3,1,8:40:00 AM
"Rabel, Jeremias",2,9,6,4,2,8:55:00 AM
"Rabel, Jeremias",2,10,5,4,1,9:10:00 AM
"Rabel, Jeremias",2,11,5,5,0,9:25:00 AM
"Rabel, Jeremias",2,12,3,3,0,9:40:00 AM
"Rabel, Jeremias",2,13,5,4,1,9:55:00 AM
"Rabel, Jeremias",2,14,5,5,0,10:10:00 AM
"Rabel, Jeremias",2,15,4,4,0,10:25:00 AM
"Rabel, Jeremias",2,16,3,4,-1,10:40:00 AM
"Rabel, Jeremias",2,17,4,4,0,10:55:00 AM
"Rabel, Jeremias",2,18,3,3,0,11:10:00 AM
"Perez, Gaston",2,1,5,4,1,10:40:00 AM
"Perez, Gaston",2,2,4,4,0,10:55:00 AM
"Perez, Gaston",2,3,3,4,-1,11:10:00 AM
"Perez, Gaston",2,4,6,5,1,11:25:00 AM
"Perez, Gaston",2,5,3,3,0,11:40:00 AM
"Perez, Gaston",2,6,7,5,2,11:55:00 AM
"Perez, Gaston",2,7,6,4,2,12:10:00 PM
"Perez, Gaston",2,8,4,3,1,12:25:00 PM
"Perez, Gaston",2,9,5,4,1,8:10:00 AM
"Perez, Gaston",2,10,6,4,2,8:25:00 AM
"Perez, Gaston",2,11,6,5,1,8:40:00 AM
"Perez, Gaston",2,12,3,3,0,8:55:00 AM
"Perez, Gaston",2,13,4,4,0,9:10:00 AM
"Perez, Gaston",2,14,5,5,0,9:25:00 AM
"Perez, Gaston",2,15,5,4,1,9:40:00 AM
"Perez, Gaston",2,16,6,4,2,9:55:00 AM
"Perez, Gaston",2,17,4,4,0,10:10:00 AM
"Perez, Gaston",2,18,3,3,0,10:25:00 AM
"Rayatkah, Parshan",2,1,5,4,1,10:10:00 AM
"Rayatkah, Parshan",2,2,4,4,0,10:25:00 AM
"Rayatkah, Parshan",2,3,2,4,-2,10:40:00 AM
"Rayatkah, Parshan",2,4,6,5,1,10:55:00 AM
"Rayatkah, Parshan",2,5,2,3,-1,11:10:00 AM
"Rayatkah, Parshan",2,6,6,5,1,11:25:00 AM
"Rayatkah, Parshan",2,7,4,4,0,11:40:00 AM
"Rayatkah, Parshan",2,8,2,3,-1,11:55:00 AM
"Rayatkah, Parshan",2,9,5,4,1,12:10:00 PM
"Rayatkah, Parshan",2,10,6,4,2,12:25:00 PM
"Rayatkah, Parshan",2,11,5,5,0,8:10:00 AM
"Rayatkah, Parshan",2,12,2,3,-1,8:25:00 AM
"Rayatkah, Parshan",2,13,4,4,0,8:40:00 AM
"Rayatkah, Parshan",2,14,5,5,0,8:55:00 AM
"Rayatkah, Parshan",2,15,3,4,-1,9:10:00 AM
"Rayatkah, Parshan",2,16,5,4,1,9:25:00 AM
"Rayatkah, Parshan",2,17,5,4,1,9:40:00 AM
"Rayatkah, Parshan",2,18,3,3,0,9:55:00 AM
"Facioni, Damian",2,1,5,4,1,9:30:00 AM
"Facioni, Damian",2,2,2,4,-2,9:45:00 AM
"Facioni, Damian",2,3,3,4,-1,10:00:00 AM
"Facioni, Damian",2,4,6,5,1,10:15:00 AM
"Facioni, Damian",2,5,3,3,0,10:30:00 AM
"Facioni, Damian",2,6,6,5,1,10:45:00 AM
"Facioni, Damian",2,7,6,4,2,11:00:00 AM
"Facioni, Damian",2,8,4,3,1,11:15:00 AM
"Facioni, Damian",2,9,4,4,0,11:30:00 AM
"Facioni, Damian",2,10,5,4,1,11:45:00 AM
"Facioni, Damian",2,11,4,5,-1,12:00:00 PM
"Facioni, Damian",2,12,4,3,1,12:15:00 PM
"Facioni, Damian",2,13,4,4,0,8:00:00 AM
"Facioni, Damian",2,14,5,5,0,8:15:00 AM
"Facioni, Damian",2,15,5,4,1,8:30:00 AM
"Facioni, Damian",2,16,5,4,1,8:45:00 AM
"Facioni, Damian",2,17,6,4,2,9:00:00 AM
"Facioni, Damian",2,18,3,3,0,9:15:00 AM
"Hernandez, Frank",2,1,4,4,0,10:15:00 AM
"Hernandez, Frank",2,2,5,4,1,10:30:00 AM
"Hernandez, Frank",2,3,5,4,1,10:45:00 AM
"Hernandez, Frank",2,4,7,5,2,11:00:00 AM
"Hernandez, Frank",2,5,3,3,0,11:15:00 AM
"Hernandez, Frank",2,6,5,5,0,11:30:00 AM
"Hernandez, Frank",2,7,6,4,2,11:45:00 AM
"Hernandez, Frank",2,8,4,3,1,12:00:00 PM
"Hernandez, Frank",2,9,5,4,1,12:15:00 PM
"Hernandez, Frank",2,10,6,4,2,8:00:00 AM
"Hernandez, Frank",2,11,9,5,4,8:15:00 AM
"Hernandez, Frank",2,12,3,3,0,8:30:00 AM
"Hernandez, Frank",2,13,4,4,0,8:45:00 AM
"Hernandez, Frank",2,14,5,5,0,9:00:00 AM
"Hernandez, Frank",2,15,4,4,0,9:15:00 AM
"Hernandez, Frank",2,16,3,4,-1,9:30:00 AM
"Hernandez, Frank",2,17,4,4,0,9:45:00 AM
"Hernandez, Frank",2,18,4,3,1,10:00:00 AM
"Salazar, Lizandro",2,1,5,4,1,11:10:00 AM
"Salazar, Lizandro",2,2,4,4,0,11:25:00 AM
"Salazar, Lizandro",2,3,3,4,-1,11:40:00 AM
"Salazar, Lizandro",2,4,5,5,0,11:55:00 AM
"Salazar, Lizandro",2,5,3,3,0,12:10:00 PM
"Salazar, Lizandro",2,6,6,5,1,12:25:00 PM
"Salazar, Lizandro",2,7,4,4,0,8:10:00 AM
"Salazar, Lizandro",2,8,3,3,0,8:25:00 AM
"Salazar, Lizandro",2,9,5,4,1,8:40:00 AM
"Salazar, Lizandro",2,10,4,4,0,8:55:00 AM
"Salazar, Lizandro",2,11,6,5,1,9:10:00 AM
"Salazar, Lizandro",2,12,3,3,0,9:25:00 AM
"Salazar, Lizandro",2,13,4,4,0,9:40:00 AM
"Salazar, Lizandro",2,14,5,5,0,9:55:00 AM
"Salazar, Lizandro",2,15,3,4,-1,10:10:00 AM
"Salazar, Lizandro",2,16,4,4,0,10:25:00 AM
"Salazar, Lizandro",2,17,5,4,1,10:40:00 AM
"Salazar, Lizandro",2,18,3,3,0,10:55:00 AM
"Hittle, William",2,1,5,4,1,10:00:00 AM
"Hittle, William",2,2,5,4,1,10:15:00 AM
"Hittle, William",2,3,3,4,-1,10:30:00 AM
"Hittle, William",2,4,7,5,2,10:45:00 AM
"Hittle, William",2,5,3,3,0,11:00:00 AM
"Hittle, William",2,6,6,5,1,11:15:00 AM
"Hittle, William",2,7,5,4,1,11:30:00 AM
"Hittle, William",2,8,4,3,1,11:45:00 AM
"Hittle, William",2,9,6,4,2,12:00:00 PM
"Hittle, William",2,10,4,4,0,12:15:00 PM
"Hittle, William",2,11,5,5,0,8:00:00 AM
"Hittle, William",2,12,3,3,0,8:15:00 AM
"Hittle, William",2,13,4,4,0,8:30:00 AM
"Hittle, William",2,14,5,5,0,8:45:00 AM
"Hittle, William",2,15,4,4,0,9:00:00 AM
"Hittle, William",2,16,3,4,-1,9:15:00 AM
"Hittle, William",2,17,4,4,0,9:30:00 AM
"Hittle, William",2,18,4,3,1,9:45:00 AM
"Khatib, Ramzey",2,1,4,4,0,10:10:00 AM
"Khatib, Ramzey",2,2,4,4,0,10:25:00 AM
"Khatib, Ramzey",2,3,3,4,-1,10:40:00 AM
